ID,logFC,AveExpr,t,P.Value,adj.P.Val
ENSG00000185272,-2.327984182909104,5.074754607817088,-14.962293685156622,3.548983819472795e-7,1.16103767581657e-4
ENSG00000167618,4.012458733601316,5.902140648005816,14.94786069040397,3.5758940242291155e-7,1.16103767581657e-4
ENSG00000137265,2.021986253314959,7.977845526766079,14.861061319179155,3.7426306312092074e-7,1.16103767581657e-4
ENSG00000165071,-2.522203648320668,6.851426514573917,-14.86014221796524,3.7444421350071007e-7,1.16103767581657e-4
ENSG00000081059,-1.6669074397669679,8.652157265917301,-14.86003653151745,3.744650500785014e-7,1.16103767581657e-4
ENSG00000109321,-2.2170161769533085,6.876768401993932,-14.849564811454682,3.76536050465911e-7,1.16103767581657e-4
ENSG00000228956,-2.1961886206806147,6.005714984194212,-14.826718808658049,3.810989835595994e-7,1.16103767581657e-4
ENSG00000198520,-1.7759709015570007,6.844436480696474,-14.81907455336417,3.82639535344444e-7,1.16103767581657e-4
ENSG00000112182,-1.890663146461408,7.989618963016409,-14.739172920527345,3.991663849943871e-7,1.1805648113736115e-4
ENSG00000198964,1.5292360953206618,9.048495433583835,14.702636944152152,4.069885852867616e-7,1.1805648113736115e-4
ENSG00000186088,-1.6361095807902604,6.016059755017528,-14.657563652250097,4.168760531869206e-7,1.1805648113736115e-4
ENSG00000139946,-2.591421799421257,7.328248378899062,-14.63058045902982,4.229237484641119e-7,1.1805648113736115e-4
ENSG00000109189,-2.3383297720820764,7.489816739166022,-14.619967138801353,4.253293581947258e-7,1.1805648113736115e-4
ENSG00000198816,-2.005634885217369,7.230308725640935,-14.600804340463611,4.297116883294864e-7,1.1805648113736115e-4
ENSG00000136738,1.6082381102329657,10.914413170926911,14.589564668405666,4.3230559110772547e-7,1.1805648113736115e-4
ENSG00000174500,-1.6710326638038984,6.422876904588313,-14.333622867644806,4.963892324334848e-7,1.3187676288577393e-4
ENSG00000145287,-2.46681270160653,8.972654013223913,-14.307793722150208,5.034264634791665e-7,1.3187676288577393e-4
ENSG00000168646,-1.787198657252938,7.3286044910055965,-14.307126460726462,5.036097348117544e-7,1.3187676288577393e-4
ENSG00000185432,2.837452174418917,5.935762139198367,14.274921618706697,5.125446069541091e-7,1.324027392774966e-4
ENSG00000138449,-2.3884068080866157,7.082254962313634,-14.224190050093275,5.269817159545395e-7,1.34317099762493e-4
ENSG00000133812,-2.023253225022138,6.793575635932775,-14.169879464248007,5.429439359626692e-7,1.365646878929261e-4
ENSG00000132122,-1.9941812701743395,5.787781029764295,-14.097268607448834,5.65136779901034e-7,1.403007101894567e-4
ENSG00000256427,-3.0009469744761583,5.253704288757036,-14.051204207639945,5.797416543466657e-7,1.420813008268059e-4
ENSG00000100629,1.5854787100138177,7.591517868185704,13.988593504273963,6.002745784093541e-7,1.4382481720501142e-4
ENSG00000176105,-1.8945583505995918,6.37988313472825,-13.983729708186514,6.019033990584283e-7,1.4382481720501142e-4
ENSG00000179456,-1.7566507181435407,7.673726773128074,-13.814278297914985,6.618602630215032e-7,1.5619902207307477e-4
ENSG00000100368,1.487357966310215,7.232768291731368,13.752770585700938,6.852540451169932e-7,1.597477600787371e-4
ENSG00000146281,-1.5651923625712874,5.986728227870897,-13.705378117103956,7.039109426681914e-7,1.6096606813163962e-4
ENSG00000041515,-2.0424716792924054,6.298919812069583,-13.696867669986107,7.073210777912601e-7,1.6096606813163962e-4
ENSG00000111912,-1.41702973476556,8.866200000463122,-13.636835314393533,7.319078806850381e-7,1.6296101208388908e-4
ENSG00000109466,1.4010587454460885,7.062548278766985,13.615368382347462,7.409308239637633e-7,1.6296101208388908e-4
ENSG00000182107,-1.5728339906711963,6.724977032365484,-13.613641970100023,7.416618566278694e-7,1.6296101208388908e-4
ENSG00000100485,-2.1050481619050965,8.396605047949048,-13.56107724791048,7.64310973723936e-7,1.641251580143724e-4
ENSG00000163029,1.6050664875526754,7.959676570193138,13.507507807445123,7.881923258295843e-7,1.641251580143724e-4
ENSG00000116191,-2.282817677050728,5.715348031193703,-13.495446969737829,7.936835005779916e-7,1.641251580143724e-4
ENSG00000134215,2.2542366388801502,7.22638696534838,13.486982214979268,7.975629773088985e-7,1.641251580143724e-4
ENSG00000133104,-1.8564111306194921,6.801109190255101,-13.475561682142374,8.028307805527696e-7,1.641251580143724e-4
ENSG00000073910,-1.8933835488011483,7.557267471418755,-13.47362882156179,8.037261724665814e-7,1.641251580143724e-4
ENSG00000070718,-1.4504467899682878,8.459716214292262,-13.466452633867792,8.070603082941519e-7,1.641251580143724e-4
ENSG00000160856,2.2006310122759665,6.251027870934063,13.422393124366696,8.278731816780693e-7,1.6658551306271551e-4
ENSG00000136280,1.4722785199767683,8.629110129112407,13.361658849185584,8.575542881824383e-7,1.7050510221637945e-4
ENSG00000182010,2.3405989043120266,8.833096275745689,13.346411973406791,8.651911966409712e-7,1.7050510221637945e-4
ENSG00000140199,1.6016396299228857,8.620044190499483,13.29003343960232,8.940984055285896e-7,1.714038005821222e-4
ENSG00000163564,1.3400459941263276,9.101914408034887,13.281300313645012,8.986720944939276e-7,1.714038005821222e-4
ENSG00000142546,-1.4396706085401374,8.651038634149142,-13.271041710530088,9.040781653273972e-7,1.714038005821222e-4
ENSG00000135678,1.5087602862824405,6.084779011446308,13.268133231460805,9.056174858126356e-7,1.714038005821222e-4
ENSG00000100365,1.5394036228591572,8.173868724755277,13.239620929742278,9.208639501424422e-7,1.7258073795022475e-4
ENSG00000169679,1.527062789060213,6.266136412263073,13.206575987410108,9.388945194064022e-7,1.742515304172115e-4
ENSG00000034053,-2.3732952096451743,6.155981396053675,-13.188592594203461,9.488726574929463e-7,1.744100934676458e-4
ENSG00000085563,-1.7317035542709265,6.349097282232769,-13.165666808177148,9.61765524712804e-7,1.750962835277139e-4
ENSG00000155657,2.4252479167353744,7.736921424827904,13.128801269168969,9.829107249605162e-7,1.7567621801743263e-4
ENSG00000204219,-1.6429231699360705,7.11370059359309,-13.12807756538709,9.833309964357237e-7,1.7567621801743263e-4
ENSG00000106952,-1.32262677890337,9.618695464267233,-13.049103673109924,1.0304241708839927e-6,1.823850782464667e-4
ENSG00000096060,-2.331212307783927,8.349213192500654,-12.98730100704377,1.0690399354213453e-6,1.85237124990561e-4
ENSG00000197321,-2.1080205966111403,7.349371833066695,-12.982219811971904,1.0722861048221997e-6,1.85237124990561e-4
ENSG00000226471,-1.307856450350979,5.136027631318516,-12.977037999340563,1.0756079134731256e-6,1.85237124990561e-4
ENSG00000066279,1.6856201210171182,6.005932731874195,12.881809935416399,1.1387503432695415e-6,1.9292924972847937e-4
ENSG00000166086,-1.4775119641102599,6.58167671469503,-12.879316383165243,1.1404585278990462e-6,1.9292924972847937e-4
ENSG00000151150,-2.901772104313525,7.39096477274107,-12.862861526126467,1.1518028862122828e-6,1.9313915765643857e-4
ENSG00000100003,-1.9961825377014635,7.349979669977292,-12.799554754238788,1.1966400483134614e-6,1.989127927266098e-4
ENSG00000100346,-1.3738332971975373,7.881423832543138,-12.775109927787822,1.214472821886369e-6,2.000426328172413e-4
ENSG00000236481,2.635074332616964,5.646049682804148,12.760733523858594,1.2250992494027994e-6,2.000426328172413e-4
ENSG00000163001,-1.469641873586842,7.282767396422897,-12.747689237621373,1.2348310667730944e-6,2.000426328172413e-4
ENSG00000171316,-2.0908366422166287,7.483926949735979,-12.708480749574965,1.2646073185434466e-6,2.031448193384582e-4
ENSG00000109674,1.561923272050448,7.293313890249503,12.669766700671182,1.2947980102731724e-6,2.0581450118087828e-4
ENSG00000154229,-1.557794051603824,9.546971273020047,-12.65972532113992,1.3027597113876477e-6,2.0581450118087828e-4
ENSG00000154217,-1.3535505416000775,9.222602870597592,-12.583047296311507,1.3653940324142786e-6,2.1088030944901807e-4
ENSG00000163297,1.5044282848962502,9.609615957727517,12.581852192332567,1.3663965398451508e-6,2.1088030944901807e-4
ENSG00000061676,-1.4604969308984526,6.217129698196945,-12.57136420266598,1.3752297309205891e-6,2.1088030944901807e-4
ENSG00000138778,1.535445671541747,6.192118914203089,12.566967622872781,1.3789515945348012e-6,2.1088030944901807e-4
ENSG00000223865,1.3459065002981778,9.855039307251031,12.492504135454904,1.4437296855818587e-6,2.1721356526563268e-4
ENSG00000159640,-2.7853047035475456,7.276650269083548,-12.478444286964724,1.4563388326333733e-6,2.1721356526563268e-4
ENSG00000230747,1.286202901648833,8.73057927054954,12.467222680218317,1.4664909658894094e-6,2.1721356526563268e-4
ENSG00000135821,-2.1069835751912946,7.870571388325842,-12.461003645388551,1.4721513570333287e-6,2.1721356526563268e-4
ENSG00000196586,-1.4281921729016736,6.01701253240642,-12.455501628639057,1.4771795085024193e-6,2.1721356526563268e-4
ENSG00000127947,-1.3045690722994587,6.597251289197769,-12.420659658583617,1.5094700078983132e-6,2.2026739443499358e-4
ENSG00000067141,-2.6035231910640944,7.622621919606601,-12.397807379209501,1.5310771276727449e-6,2.2172780585297114e-4
ENSG00000163935,-1.4859048466725608,8.596503752094373,-12.37099188704284,1.556873638214385e-6,2.2260896159589574e-4
ENSG00000099139,-1.2990715976480134,6.03237534137837,-12.36731141740483,1.5604520220679028e-6,2.2260896159589574e-4
ENSG00000171612,-1.4288343351728057,6.7196734197381245,-12.316444279960544,1.6108617377671115e-6,2.2809802206782298e-4
ENSG00000258732,2.40502087231977,9.150412950445583,12.29175818791073,1.6359799846911887e-6,2.2995142196585857e-4
ENSG00000151612,-1.865120454927213,6.5339384659165,-12.266632698379194,1.661995790851285e-6,2.3181833434328305e-4
ENSG00000229989,1.5539086731134555,7.331021825155217,12.255646905493736,1.6735159101994695e-6,2.3181833434328305e-4
ENSG00000143013,-1.7868158463894177,7.577322846137148,-12.227099047037552,1.7038718842621624e-6,2.343252873349316e-4
ENSG00000174175,1.3352242805160868,6.212973463778515,12.19854778813492,1.7348483926229867e-6,2.3534277103719336e-4
ENSG00000185345,-1.2301155966009822,6.543480940920675,-12.188635320636363,1.7457496698116057e-6,2.3534277103719336e-4
ENSG00000140443,-1.8839396878135024,6.390778662789954,-12.185355474085526,1.7493735366700506e-6,2.3534277103719336e-4
ENSG00000116106,-1.799442430506097,7.994372780885284,-12.171168018912535,1.7651462522063786e-6,2.3534277103719336e-4
ENSG00000237172,-1.4913330722631741,6.955254537579975,-12.164310537989094,1.7728269004684998e-6,2.3534277103719336e-4
ENSG00000188404,1.1983903454728873,10.816198407433426,12.137519074305759,1.8031945144005102e-6,2.361818702571291e-4
ENSG00000153898,-1.4121301766560974,6.31066911583506,-12.136211356949515,1.8046916002082296e-6,2.361818702571291e-4
ENSG00000115232,-1.8412040438865034,6.378367405973646,-12.126187382650519,1.8162133776835103e-6,2.361818702571291e-4
ENSG00000223547,-1.8849908874410868,5.586210497936031,-12.104752899933091,1.841127548129635e-6,2.3780401493274394e-4
ENSG00000259468,1.7001588451282468,4.904023820516161,12.072724476496418,1.8790704547607833e-6,2.4107591149803446e-4
ENSG00000164142,-1.8081997977719009,6.196417372534149,-12.049868091774702,1.90668195149056e-6,2.4298754789795694e-4
ENSG00000229715,-1.97188329811911,7.909365224506104,-12.032249111730229,1.9282760440344337e-6,2.4411208515074328e-4
ENSG00000238121,1.565778676680562,7.913668641348017,11.942406325582668,2.0427272257785236e-6,2.512185790201577e-4
ENSG00000185697,-1.959230726513354,8.367284233698049,-11.940452754665467,2.045298832707445e-6,2.512185790201577e-4
ENSG00000088387,-1.1998272864851374,8.506989145098384,-11.93896763991245,2.047256202262356e-6,2.512185790201577e-4
ENSG00000143153,1.6122635611465361,8.620158543934508,11.938099861112711,2.048400896792894e-6,2.512185790201577e-4
ENSG00000117643,-1.7457980325083144,6.506424557012524,-11.93679747316029,2.0501202305474264e-6,2.512185790201577e-4
ENSG00000166503,-1.271447847900836,7.024433815807818,-11.920497609276167,2.0717752766512145e-6,2.5225513495837336e-4
ENSG00000120738,1.3739856731919893,7.950753015339722,11.908161970140068,2.08833364020266e-6,2.526619358614813e-4
ENSG00000143507,1.5259303600718488,10.847070209554396,11.814857967740302,2.2184767316285323e-6,2.6671950441390583e-4
ENSG00000008513,-1.1937227831853598,8.115314419412968,-11.784736791905948,2.2624067038947586e-6,2.7030104094782627e-4
ENSG00000104432,1.893035282728939,5.978827375772435,11.72949129285352,2.3455283590377746e-6,2.784914292631435e-4
ENSG00000136026,-1.5458962838006882,7.419383714601533,-11.659069776726323,2.4564724306715517e-6,2.8697414129348327e-4
ENSG00000143079,1.4319068386469906,6.3715268933540825,11.657344845851881,2.4592625314747044e-6,2.8697414129348327e-4
ENSG00000165568,-1.2439664452368522,6.43463464616195,-11.653368657345961,2.465707571344534e-6,2.8697414129348327e-4
ENSG00000163629,-2.420872746830424,6.8528677173012325,-11.646416980396486,2.4770209935878184e-6,2.8697414129348327e-4
ENSG00000122644,-1.2708299992444425,7.012223768884377,-11.627075699446413,2.5088040544010287e-6,2.87567813540296e-4
ENSG00000203710,-3.217127534681548,6.615269910636456,-11.625006089418312,2.5122318927196815e-6,2.87567813540296e-4
ENSG00000148175,-2.281825683646619,9.43144946034086,-11.609415801000447,2.5382224685530302e-6,2.8847280736495133e-4
ENSG00000232788,1.542120213458102,7.684053006240892,11.601404721467373,2.5516944789412664e-6,2.8847280736495133e-4
ENSG00000120875,1.5585860036595478,9.60383357853096,11.593297242259823,2.5654099838900253e-6,2.8847280736495133e-4
ENSG00000182199,1.2242880381820709,8.330367328797326,11.572204881668208,2.6014795960466564e-6,2.9047191726045324e-4
ENSG00000143110,-2.0008728595791325,8.061930878490557,-11.565202814418866,2.613578665452917e-6,2.9047191726045324e-4
ENSG00000134709,-1.6698531340847893,5.532906224369167,-11.548335868822129,2.642982461020569e-6,2.920419232651399e-4
ENSG00000119969,1.4139342472772394,7.186861875504448,11.506085645502447,2.7182720656494126e-6,2.9863499314341477e-4
ENSG00000184258,-3.600725407164604,5.920537591088115,-11.4460076272581,2.8294903309463226e-6,3.090773552363995e-4
ENSG00000155542,-2.165349519455746,6.263887788660924,-11.43601826327915,2.8484713046149624e-6,3.093828264717024e-4
ENSG00000166341,-1.2112089337072445,6.783460421741933,-11.42121569990212,2.8768600014986974e-6,3.107008801618593e-4
ENSG00000112902,-1.8049863997035673,7.253786939247632,-11.405096710371229,2.9081333433083938e-6,3.123139156779958e-4
ENSG00000204472,-1.8170171548168614,6.5521073372873575,-11.38414432379449,2.9493532790966737e-6,3.133027456558453e-4
ENSG00000158321,-1.4630157007184978,6.741412199627567,-11.383757690475784,2.9501200155917633e-6,3.133027456558453e-4
ENSG00000153250,-1.794903064099902,7.889999541316417,-11.374764239855025,2.968017989127145e-6,3.1346205458648895e-4
ENSG00000196914,1.7533049553833377,8.128682965638266,11.359916181252618,2.9978333058107883e-6,3.139295565649627e-4
ENSG00000070526,-1.5107698792654838,6.623814396458185,-11.356228897133077,3.005289226375192e-6,3.139295565649627e-4
ENSG00000253250,-1.8709472172901027,5.264038866400114,-11.343178742275358,3.031844305007621e-6,3.149555242540119e-4
ENSG00000166900,-1.3360420473215298,5.909217836878354,-11.335270918694343,3.048062983207376e-6,3.149555242540119e-4
ENSG00000186310,-2.4353483367738873,6.815855142835357,-11.303225123366728,3.1147871032290493e-6,3.201197326092823e-4
ENSG00000188266,-1.5550769749164493,5.905458354101602,-11.283168165879967,3.1573780042110818e-6,3.2276170015240125e-4
ENSG00000101265,-1.3876947477817634,9.205387439769375,-11.247923870963822,3.233803983761357e-6,3.28815941242458e-4
ENSG00000035720,-1.8479151825260902,4.892472609890682,-11.204964281749119,3.3297680359138186e-6,3.3678225277528333e-4
ENSG00000184014,-2.7407286963822237,7.740182409837612,-11.175320693554063,3.397840217522175e-6,3.4065004125825225e-4
ENSG00000161835,-2.1715756800243406,8.10472733581931,-11.160612811647297,3.4321904468110427e-6,3.4065004125825225e-4
ENSG00000183386,1.108465589263018,7.525695373447522,11.159799500710257,3.4341012160171855e-6,3.4065004125825225e-4
ENSG00000121594,1.6290779390073389,6.761407983134855,11.157593678237852,3.4392894937666188e-6,3.4065004125825225e-4
ENSG00000140379,-2.460380119509785,6.989630571329788,-11.085677732661175,3.6133325871083096e-6,3.5250792161000967e-4
ENSG00000165929,-1.2255942730017493,9.701669614148713,-11.085372595085245,3.614091695557076e-6,3.5250792161000967e-4
ENSG00000143772,-1.2327724480925122,9.577376375977355,-11.08527639104617,3.614331064844209e-6,3.5250792161000967e-4
ENSG00000280237,-2.007551386096794,6.388471196361187,-11.077881692037462,3.632783206124064e-6,3.525090546612569e-4
ENSG00000088325,1.6576676315843737,6.767524525707289,11.049544183940235,3.7044745780553334e-6,3.5765018199043313e-4
ENSG00000157404,-1.960438041355224,6.492793726613786,-11.04050219140174,3.7276813765580915e-6,3.5808219695620337e-4
ENSG00000164342,-1.685436429473497,5.931587514321478,-10.998253809902197,3.838287335999585e-6,3.6686350357484034e-4
ENSG00000162777,-1.1977778249288598,7.487887274819091,-10.951642998434945,3.964585091564653e-6,3.770497940813428e-4
ENSG00000137266,-1.526444685410102,6.892911137493645,-10.892124314651914,4.132653878365129e-6,3.910881759347911e-4
ENSG00000164930,-1.2445548186335127,6.698316306432878,-10.884626335162706,4.154385052414786e-6,3.9120800326089187e-4
ENSG00000089127,1.3757726191608979,7.246527819946133,10.833378146022104,4.306377134359873e-6,3.995834743509896e-4
ENSG00000178764,-1.3596732099280486,8.425173019320216,-10.831948257334005,4.310706005413926e-6,3.995834743509896e-4
ENSG00000070087,-1.66052830444381,6.724728315263851,-10.827241624116626,4.324989295419484e-6,3.995834743509896e-4
ENSG00000035403,-1.362510602063753,7.368055581294048,-10.826600274837304,4.326939694007891e-6,3.995834743509896e-4
ENSG00000090975,1.2715974305853393,7.168106292406794,10.81921434362018,4.349471845173471e-6,3.997331913093081e-4
ENSG00000000971,-1.6780858342055418,6.49451169391107,-10.804255213628538,4.395509806073597e-6,4.004553733881148e-4
ENSG00000019582,1.169239504523683,9.992802757116511,10.80305493622123,4.399227265720031e-6,4.004553733881148e-4
ENSG00000163219,1.2213472508991432,8.119152994255565,10.785439004665662,4.454192405307702e-6,4.0353716597091007e-4
ENSG00000237513,1.3682136081836103,7.288924762764492,10.77548586648078,4.485586760632815e-6,4.0413033155669485e-4
ENSG00000102265,-1.365339843011625,9.910891503228408,-10.769991922678406,4.50302158514208e-6,4.0413033155669485e-4
ENSG00000164398,-1.0981391270019547,6.721543795573206,-10.762945034232592,4.525495446724583e-6,4.042493970074165e-4
ENSG00000183508,1.0866085352750985,11.613227749845942,10.73766579380033,4.607151831208519e-6,4.096293693273584e-4
ENSG00000227191,-3.6663782035104058,4.629245524188863,-10.717974516489166,4.671897963919504e-6,4.1282217486341e-4
ENSG00000080854,-1.5915391858937336,7.296786988648016,-10.70990441401323,4.69872581158341e-6,4.1282217486341e-4
ENSG00000168758,-1.5350638025922956,7.59667067778297,-10.700386750073063,4.730587057020179e-6,4.1282217486341e-4
ENSG00000151065,1.2122688914476893,7.835347576529577,10.69913108990669,4.734808467408346e-6,4.1282217486341e-4
ENSG00000231389,1.3367377662898006,10.086616900186106,10.688242665351034,4.771591120779447e-6,4.1282217486341e-4
ENSG00000124766,1.2332905792570366,7.59160752977469,10.687080997134563,4.7755341914593505e-6,4.1282217486341e-4
ENSG00000157933,-1.2219763070827478,9.579287489824026,-10.681587216152646,4.794231158175195e-6,4.1282217486341e-4
ENSG00000227630,-1.1017414870429365,6.44023397764563,-10.65843148720686,4.873939839941054e-6,4.1780373982203226e-4
ENSG00000137959,-1.706553889130904,6.727140120285951,-10.642529270170911,4.9295362329665714e-6,4.2063888956012595e-4
ENSG00000166326,-1.0455309991314443,7.57747903041545,-10.632682044009288,4.9643181644917936e-6,4.2063888956012595e-4
ENSG00000198792,-1.2413628688911498,8.672069356555555,-10.630228434491087,4.973027256779057e-6,4.2063888956012595e-4
ENSG00000172215,1.1845107348183506,7.034436955934039,10.603963051097423,5.06733214734896e-6,4.256468886018155e-4
ENSG00000136111,1.2442857554280518,7.7763960593883565,10.601365174372587,5.076767660661956e-6,4.256468886018155e-4
ENSG00000047634,-2.2142720286225503,5.602958994837828,-10.58188151437326,5.148160631295787e-6,4.284337439379157e-4
ENSG00000148737,-1.4213758544173194,7.171212757150595,-10.576438850930451,5.1683035813332595e-6,4.284337439379157e-4
ENSG00000102383,-1.207785162745384,5.989648728273373,-10.5740307326261,5.177243923920199e-6,4.284337439379157e-4
ENSG00000237697,1.586448610046233,5.657017871801175,10.552079738349969,5.259539191362868e-6,4.3336789302626116e-4
ENSG00000149970,1.1048095779560638,7.007990851786096,10.537024908497939,5.316824065025795e-6,4.362077632061506e-4
ENSG00000153094,1.1364297493004467,8.292190707397904,10.507162817615963,5.432523422003658e-6,4.4073373515033363e-4
ENSG00000057657,1.2097815441681665,10.137119112683077,10.502809352327446,5.449624161843187e-6,4.4073373515033363e-4
ENSG00000229151,-1.259922502672788,7.10604729111192,-10.502138746937598,5.452263684844706e-6,4.4073373515033363e-4
ENSG00000255418,-1.3988925886069707,5.511640386183364,-10.499107398199783,5.464212975027677e-6,4.4073373515033363e-4
ENSG00000067840,-1.1922792632834591,7.901752359526286,-10.48668283244677,5.513495674300956e-6,4.42840266008139e-4
ENSG00000134452,1.1633531022324552,7.909190759380651,10.47093454823432,5.576676184556006e-6,4.4604076127185196e-4
ENSG00000090104,1.256138829095489,10.218255351203343,10.455622008652787,5.638883992732914e-6,4.4913711002117664e-4
